WKT,nama,deskripsi
"POLYGON ((106.8161906 -6.3051648, 106.8162764 -6.3058686, 106.8165125 -6.3062952, 106.8169202 -6.3069777, 106.8165983 -6.3079587, 106.8159546 -6.3081507, 106.8156971 -6.3095796, 106.8163623 -6.3105181, 106.8177141 -6.3103474, 106.8178428 -6.3149542, 106.8165554 -6.3151675, 106.8165125 -6.3158073, 106.8166627 -6.3161912, 106.8182291 -6.3162338, 106.8193234 -6.3171296, 106.8220271 -6.3174282, 106.8237008 -6.3173642, 106.8237652 -6.3177694, 106.8247093 -6.3178121, 106.8257393 -6.3111366, 106.8265547 -6.3112219, 106.826898 -6.3086199, 106.8246664 -6.308364, 106.8247093 -6.3062738, 106.8230356 -6.3065724, 106.8206752 -6.3064018, 106.8203534 -6.3056767, 106.8161906 -6.3051648))",Kebun Binatang Ragunan,
