WKT,nama,deskripsi
"POLYGON ((106.8807438 -6.2902716, 106.8820742 -6.2947506, 106.8833617 -6.2987176, 106.8841341 -6.3020022, 106.8860224 -6.3039643, 106.8899277 -6.3054146, 106.8973521 -6.3076754, 106.9007853 -6.3098082, 106.9033602 -6.3113011, 106.9073084 -6.311557, 106.9157627 -6.3062677, 106.9123724 -6.3032818, 106.9109133 -6.2979498, 106.9050768 -6.2954758, 106.9009569 -6.2929164, 106.8942192 -6.2936842, 106.8881253 -6.2905702, 106.8807438 -6.2902716))",Taman Mini Indonesia Indah,
