WKT,nama,deskripsi
"POLYGON ((106.7983363 -6.214274, 106.7983149 -6.2162578, 106.7983793 -6.2205241, 106.8005465 -6.2215054, 106.8027566 -6.2223373, 106.8038081 -6.2234252, 106.8047951 -6.2245984, 106.8087862 -6.221996, 106.8082713 -6.2211641, 106.8083571 -6.2156605, 106.8061684 -6.2154046, 106.8061469 -6.2127594, 106.8054388 -6.2126101, 106.7983363 -6.214274))",Gelora Bung Karno,
