WKT,nama,deskripsi
"POLYGON ((106.8509293 -6.232849, 106.8506289 -6.2335209, 106.8507576 -6.2342995, 106.8512833 -6.2348008, 106.8517876 -6.2350354, 106.8526459 -6.2359633, 106.8524742 -6.2369871, 106.8520987 -6.238267, 106.8517339 -6.2398881, 106.8526995 -6.2420852, 106.8539334 -6.2420532, 106.8535686 -6.2415626, 106.8533218 -6.2413385, 106.8529785 -6.2403147, 106.8529785 -6.2395148, 106.853236 -6.2386296, 106.8534291 -6.238011, 106.8535257 -6.2373498, 106.85359 -6.2364645, 106.8535042 -6.2358673, 106.8533969 -6.23527, 106.8532467 -6.2347261, 106.8528283 -6.2347901, 106.8528283 -6.2345128, 106.8527532 -6.2339155, 106.8525815 -6.2336169, 106.8524206 -6.2335529, 106.8522918 -6.2337449, 106.85197 -6.2337769, 106.8518198 -6.2336382, 106.8517339 -6.2335316, 106.851573 -6.2337342, 106.8512726 -6.2334889, 106.8513263 -6.2330836, 106.8509293 -6.232849))",Tebet Echo Park,
