WKT,nama,deskripsi
"POLYGON ((110.0278708 -7.8945156, 110.2162108 -7.9809273, 110.424951 -8.103308, 110.8396849 -8.2011858, 110.7820067 -8.1549687, 110.7737669 -8.0842734, 110.7682737 -7.9999668, 110.7682737 -7.9673272, 110.7682737 -7.9265241, 110.7765135 -7.869393, 110.7737669 -7.8122541, 110.7374835 -7.8038773, 110.7261538 -7.7946934, 110.7131075 -7.7943532, 110.7076499 -7.8006459, 110.6801841 -7.8033671, 110.6746909 -7.7815973, 110.6554648 -7.8074488, 110.6334922 -7.7979247, 110.6046531 -7.7979247, 110.575814 -7.8074488, 110.5785605 -7.7856792, 110.5648276 -7.782958, 110.542855 -7.7965641, 110.5140159 -7.7870399, 110.4989097 -7.7611872, 110.4851767 -7.7339721, 110.4824302 -7.6904242, 110.4741904 -7.6632046, 110.4700705 -7.6346221, 110.4604575 -7.5951479, 110.4549643 -7.5624768, 110.443978 -7.5434175, 110.4165122 -7.5597541, 110.4027793 -7.5828965, 110.3670737 -7.6128436, 110.3437278 -7.6278164, 110.3162619 -7.646872, 110.2942893 -7.6645656, 110.2736899 -7.7040334, 110.2654502 -7.6795366, 110.2654502 -7.6563994, 110.250344 -7.6455109, 110.2366111 -7.6523162, 110.1995322 -7.648233, 110.1679465 -7.648233, 110.1308677 -7.6523162, 110.1240012 -7.6754536, 110.1404807 -7.6999507, 110.1308677 -7.7421368, 110.1116416 -7.778876, 110.0855491 -7.7965641, 110.0580832 -7.8278567, 110.0278708 -7.8945156))",DIY Yogyakarta,
